brand,model,ram_gb,storage_gb,age_months,battery_health,condition,launch_price,price
Xiaomi,Redmi Note 12 Pro,8,256,1,99,Excellent,39208,38117.0
Xiaomi,Poco X6 Pro,8,256,13,88,Good,39208,23786.0
OnePlus,10 Pro,8,128,30,78,Good,53904,17406.0
Vivo,X100,16,512,27,74,Good,56416,19312.0
Xiaomi,Poco F6,8,256,31,82,Good,39208,12789.0
IQOO,11 Legend,16,512,26,76,Good,61416,22348.0
Xiaomi,Poco F6,12,256,20,85,Good,44008,21546.0
Realme,Narzo 60 Pro,8,128,33,72,Good,33904,8919.0
Apple,iPhone 16 Pro,8,128,11,94,Excellent,81904,61745.0
Apple,iPhone 12 Mini,4,64,29,85,Excellent,75952,30859.0
Realme,GT 6T,8,256,20,88,Excellent,36208,20392.0
Apple,iPhone XS Max,4,64,37,73,Fair,75952,14814.0
OnePlus,OnePlus 8T,8,128,13,90,Excellent,53904,37161.0
Apple,iPhone 15 Pro Max,8,1024,43,60,Fair,98032,14116.0
Oppo,A3 Pro,8,128,38,79,Fair,39904,7969.0
Motorola,Edge 50 Ultra,16,1024,39,71,Fair,59632,10161.0
Xiaomi,Pad 6,8,128,38,67,Poor,36904,5313.0
Nothing,Phone 2,12,256,30,85,Excellent,51008,19944.0
Apple,iPhone 14 Plus,6,128,28,74,Fair,79504,23344.0
IQOO,Neo 10 Pro,12,256,7,96,Excellent,52008,43636.0
Xiaomi,Xiaomi Pad 5,6,128,8,95,Excellent,34504,28058.0
Apple,iPhone 11,4,256,44,79,Fair,79408,15055.0
Samsung,Galaxy S22 Ultra,12,512,44,59,Poor,78616,9462.0
Samsung,Galaxy Z Flip 5,8,512,2,99,Excellent,73816,70447.0
Nokia,G42 5G,8,128,48,59,Poor,29904,3599.0
Xiaomi,Poco X5 Pro,6,128,24,85,Excellent,34504,16658.0
Xiaomi,Redmi Note 11 Pro+,6,128,7,94,Good,34504,25512.0
Realme,C55,8,128,42,61,Poor,33904,4219.0
IQOO,11,16,256,8,95,Good,56808,41576.0
Samsung,Galaxy S24,8,256,32,70,Fair,69208,16432.0
Xiaomi,14 Ultra,16,512,5,96,Excellent,53416,46664.0
Nothing,CMF Phone 1,6,128,34,83,Good,41504,12029.0
IQOO,Z6 Pro,6,128,41,78,Good,42504,8951.0
Apple,iPhone 16 Pro,8,256,5,95,Excellent,84208,72797.0
OnePlus,11R,16,256,25,79,Good,65808,25734.0
Apple,iPhone 16,8,256,18,85,Good,84208,43547.0
Vivo,V25 Pro,8,128,35,68,Good,39904,9035.0
Xiaomi,Poco M6 Pro,8,256,9,93,Excellent,39208,30556.0
Oppo,Find N3,12,512,48,71,Good,51616,9894.0
Apple,iPhone 14,6,512,29,85,Excellent,86416,35110.0
OnePlus,12R,8,128,38,64,Poor,53904,7413.0
Samsung,Galaxy S24 Ultra,12,512,35,70,Good,78616,18325.0
OnePlus,OnePlus 10R,12,256,47,77,Fair,61008,11274.0
OnePlus,12,12,256,10,93,Excellent,61008,46524.0
Samsung,Galaxy S24+,12,256,38,64,Fair,74008,11973.0
Apple,iPhone 15 Pro,8,256,33,74,Good,84208,22769.0
Apple,iPhone 17 Pro,12,1024,47,65,Fair,102832,16041.0
Xiaomi,Poco F4,12,256,31,84,Good,44008,14705.0
Apple,iPhone 13 Pro Max,6,512,20,81,Good,86416,40318.0
Xiaomi,Xiaomi 12,8,256,43,76,Good,39208,8045.0
Vivo,T2,6,128,8,94,Excellent,37504,30177.0
IQOO,Z9,8,128,18,88,Excellent,44904,26712.0
Oppo,Reno 10 Pro+,12,256,30,78,Fair,47008,13493.0
Oppo,Find X6 Pro,12,256,14,86,Excellent,47008,30239.0
OnePlus,10 Pro,12,256,9,95,Good,61008,43711.0
Xiaomi,Redmi 12,8,256,36,68,Fair,39208,7507.0
Apple,iPhone XR,3,256,15,91,Good,78208,46758.0
Vivo,T2,6,128,5,95,Excellent,37504,32422.0
Xiaomi,Poco M6 Pro,12,256,47,60,Poor,44008,5386.0
Nothing,Phone 2a,8,256,12,91,Excellent,46208,32966.0
Vivo,V25 Pro,8,128,22,89,Good,39904,19305.0
OnePlus,OnePlus Nord CE 2,8,128,38,64,Poor,53904,7413.0
Apple,iPhone 16 Plus,8,128,6,96,Excellent,81904,70136.0
Realme,GT 6T,8,256,25,77,Fair,36208,12267.0
Apple,iPhone 12 Pro Max,6,256,1,99,Excellent,81808,79532.0
Apple,iPhone 15 Pro,8,128,39,79,Fair,81904,15528.0
Apple,iPhone XR,3,64,5,97,Excellent,74752,65983.0
Apple,iPhone 13 Mini,4,256,42,74,Good,79408,15865.0
Realme,C67,8,128,25,81,Good,33904,13593.0
Vivo,Y56,8,128,7,93,Excellent,39904,32434.0
Apple,iPhone XS,4,512,42,64,Poor,84016,10969.0
OnePlus,OnePlus 9,12,256,29,85,Good,61008,22308.0
Realme,GT 5 Pro,16,512,22,89,Good,50416,24391.0
Google,Pixel 9 Pro XL,16,256,25,83,Excellent,83808,38258.0
Vivo,X90,12,256,21,82,Excellent,47008,23975.0
Vivo,X100 Pro,16,256,19,84,Good,51808,25771.0
Motorola,Edge 30,8,256,25,87,Good,36208,15592.0
IQOO,12,16,512,47,68,Good,61416,11275.0
OnePlus,OnePlus Nord CE 2 Lite,6,128,15,91,Good,51504,30792.0
Nothing,Phone 2,12,256,17,88,Excellent,51008,31151.0
Apple,iPhone XR,3,128,46,66,Poor,75904,10219.0
OnePlus,Nord CE 4,8,256,12,92,Excellent,56208,40541.0
Realme,11 Pro,8,128,29,80,Excellent,33904,12964.0
Xiaomi,Redmi Note 13 Pro+,8,256,40,80,Good,39208,8468.0
Xiaomi,Xiaomi 12 Pro,8,256,5,97,Good,39208,31148.0
Apple,iPhone SE 2020,3,128,44,66,Fair,75904,12023.0
Xiaomi,Poco M4 Pro,6,128,13,92,Good,34504,21884.0
Apple,iPhone XS,4,512,43,78,Good,84016,17693.0
Xiaomi,14 Ultra,16,1024,35,69,Fair,62632,12791.0
IQOO,11 Legend,16,512,14,91,Excellent,61416,41804.0
Oppo,Find X7 Ultra,16,256,24,83,Good,51808,21981.0
Apple,iPhone SE 2022,4,256,14,90,Good,79408,48111.0
Vivo,Y56,4,128,27,75,Fair,35104,10826.0
Google,Pixel 6a,6,128,48,68,Fair,69504,11343.0
Vivo,T1 Pro,8,128,17,90,Good,39904,22431.0
OnePlus,12R,16,256,14,92,Excellent,65808,45286.0
Apple,iPhone 14 Pro Max,6,512,18,83,Good,86416,43637.0
Samsung,Galaxy Note 20 Ultra,12,512,23,82,Good,78616,33998.0
Apple,iPhone X,3,256,30,73,Good,78208,23636.0
Motorola,Edge 30 Ultra,12,256,3,97,Good,41008,33866.0
Apple,iPhone 14,6,256,34,74,Fair,81808,18790.0
Vivo,V25 Pro,12,256,42,68,Fair,47008,7671.0
Apple,iPhone 15 Pro Max,8,512,27,81,Excellent,88816,36977.0
Xiaomi,Redmi Note 12 Pro,8,256,42,80,Good,39208,8468.0
Xiaomi,Redmi Note 11 Pro+,8,256,44,72,Fair,39208,6775.0
Xiaomi,Redmi Note 12 Pro+,8,256,36,80,Good,39208,9936.0
OnePlus,OnePlus Open,16,1024,32,82,Good,79632,24917.0
Realme,Narzo 60 Pro,12,256,35,82,Good,41008,11197.0
Xiaomi,Poco F5,8,256,45,62,Fair,39208,5834.0
Apple,iPhone X,3,64,37,71,Fair,74752,14181.0
Xiaomi,Poco X5 Pro,8,256,8,92,Good,39208,27789.0
Realme,13 Pro+,12,512,14,89,Excellent,45616,30367.0
OnePlus,OnePlus 10 Pro,8,128,24,78,Fair,53904,19105.0
Realme,Narzo 60 Pro,12,256,11,91,Excellent,41008,29928.0
Xiaomi,13 Pro,12,256,44,75,Good,44008,8911.0
Motorola,G85,8,256,11,93,Excellent,36208,27006.0
Apple,iPhone 13 Pro Max,6,128,13,92,Excellent,79504,56028.0
Oppo,Find X7 Ultra,16,512,47,64,Fair,56416,8665.0
Nothing,CMF Phone 2,8,256,48,60,Fair,46208,6653.0
Apple,iPhone XS Max,4,512,42,79,Good,84016,17920.0
OnePlus,OnePlus Nord 3,16,256,21,80,Excellent,65808,32746.0
Apple,iPhone XR,3,128,8,92,Good,75904,53798.0
OnePlus,OnePlus 9 Pro,12,256,19,82,Good,61008,29625.0
OnePlus,OnePlus Nord 3,8,256,5,96,Excellent,56208,49103.0
Motorola,Edge 40 Neo,12,256,26,79,Fair,41008,13787.0
Apple,iPhone 13 Pro,6,256,39,65,Fair,81808,12762.0
OnePlus,OnePlus 8 Pro,8,128,45,68,Good,53904,9896.0
IQOO,Z7 Pro,8,256,19,84,Excellent,47208,26092.0
Apple,iPhone 16 Pro,8,256,23,84,Excellent,84208,41450.0
Realme,13 Pro,8,256,4,98,Excellent,36208,32929.0
Samsung,Galaxy Z Flip 5,8,512,39,65,Poor,73816,9788.0
Apple,iPhone 12 Pro,6,128,10,91,Excellent,79504,59325.0
IQOO,Neo 10 Pro,16,512,7,95,Good,61416,45894.0
Xiaomi,Redmi 11 Prime,6,128,18,87,Excellent,34504,20292.0
Vivo,X100 Pro,16,1024,42,64,Poor,65632,8568.0
Realme,Narzo 60 Pro,12,256,15,87,Good,41008,23439.0
Apple,iPhone 16,8,256,28,80,Good,84208,30072.0
Samsung,Galaxy S23 Ultra,12,256,20,84,Good,74008,35808.0
Xiaomi,Poco X4 Pro,6,128,11,92,Good,34504,22912.0
Apple,iPhone 13 Mini,4,256,22,86,Excellent,79408,41247.0
Motorola,Edge 50 Ultra,16,1024,46,62,Poor,59632,7542.0
Vivo,X80,12,256,18,91,Good,47008,26025.0
Xiaomi,14,12,512,3,98,Good,48616,40563.0
IQOO,Neo 10 Pro,12,256,19,91,Good,52008,28027.0
Vivo,X90,8,256,28,74,Good,42208,13942.0
OnePlus,OnePlus Nord 2,8,128,38,80,Good,53904,12264.0
OnePlus,12,16,512,37,80,Good,70416,16933.0
Apple,iPhone 15 Plus,6,256,24,83,Excellent,81808,38567.0
Motorola,G73,8,128,36,68,Fair,33904,6492.0
Motorola,Edge 50 Pro,12,256,1,99,Excellent,41008,39867.0
Xiaomi,Poco M5,4,64,44,62,Poor,30952,3914.0
Vivo,V29 Pro,8,256,3,98,Good,42208,35217.0
OnePlus,Nord 4,12,256,13,89,Good,61008,37432.0
OnePlus,10 Pro,8,128,22,88,Good,53904,25785.0
Vivo,T2,6,128,28,87,Good,37504,14565.0
Samsung,Galaxy A35,8,256,25,77,Good,69208,26378.0
Oppo,A79,8,128,37,67,Fair,39904,7143.0
Xiaomi,Poco X6 Pro,8,256,48,58,Poor,39208,4639.0
Samsung,Galaxy S24,8,128,29,85,Excellent,66904,27183.0
Xiaomi,Redmi Note 12 Pro,6,128,7,95,Good,34504,25783.0
Motorola,G84,12,256,44,71,Good,41008,7861.0
OnePlus,10 Pro,8,128,16,88,Good,53904,30396.0
Apple,iPhone 14 Pro,6,256,32,82,Good,81808,25598.0
Vivo,X90 Pro,12,512,44,77,Fair,51616,9538.0
OnePlus,12,12,256,34,71,Good,61008,15125.0
IQOO,Neo 10 Pro,12,256,36,75,Good,52008,12357.0
IQOO,Z5,12,256,29,78,Fair,52008,15512.0
IQOO,Neo 7,12,256,21,87,Good,52008,25329.0
Xiaomi,Poco X4 Pro,8,256,28,82,Excellent,39208,15946.0
Xiaomi,Redmi Note 12,6,128,1,99,Good,34504,30189.0
Oppo,Find N3,12,512,16,87,Excellent,51616,31973.0
OnePlus,OnePlus 10 Pro,8,128,46,66,Fair,53904,8538.0
Apple,iPhone 15,6,128,4,97,Excellent,79504,71566.0
Xiaomi,Xiaomi 12 Pro,12,256,43,60,Poor,44008,5386.0
Apple,iPhone 12,4,128,47,62,Poor,77104,9752.0
Apple,iPhone 15 Pro,8,128,17,88,Good,81904,45018.0
Oppo,F25,8,128,12,88,Excellent,39904,27530.0
Nothing,CMF Phone 1,8,256,23,81,Excellent,46208,21933.0
Realme,GT 6T,8,256,27,76,Good,36208,12729.0
Xiaomi,Redmi Note 11 Pro+,6,128,23,89,Good,34504,16195.0
OnePlus,10 Pro,8,128,25,88,Good,53904,23480.0
OnePlus,11R,16,256,45,77,Good,65808,13681.0
Vivo,Y100,8,256,26,77,Good,42208,15561.0
Oppo,Find N3,12,512,17,84,Excellent,51616,30090.0
Google,Pixel 7 Pro,12,128,6,96,Excellent,76704,65683.0
Samsung,Galaxy S22 Ultra,12,1024,41,72,Good,87832,17074.0
Nokia,G42 5G,6,128,3,97,Good,27504,22714.0
Realme,13 Pro,8,128,40,71,Fair,33904,5777.0
Xiaomi,Poco X6 Pro,12,512,42,63,Poor,48616,6248.0
Apple,iPhone 14 Pro,6,512,30,83,Excellent,86416,32993.0
Apple,iPhone XR,3,256,39,82,Good,78208,17315.0
Motorola,Edge 30 Ultra,12,256,9,94,Excellent,41008,32302.0
Oppo,A38,4,128,44,78,Fair,35104,6571.0
Oppo,F23,8,256,47,59,Poor,42208,5080.0
Xiaomi,Poco F6,8,256,28,81,Good,39208,14176.0
Nokia,G21,4,64,17,85,Good,23952,12716.0
Apple,iPhone 11 Pro Max,4,64,46,72,Good,75952,14765.0
Realme,P1,6,128,3,98,Excellent,31504,29206.0
Apple,iPhone 12 Pro,6,128,6,94,Excellent,79504,66662.0
Realme,11x,8,128,22,89,Good,33904,16402.0
Apple,iPhone 13 Pro,6,128,11,90,Good,79504,51647.0
Xiaomi,Redmi 12,4,128,12,90,Good,32104,20387.0
OnePlus,OnePlus 8T,8,128,20,83,Good,53904,25770.0
Apple,iPhone 13 Mini,4,256,33,70,Good,79408,20310.0
IQOO,Neo 7 Pro,8,128,1,99,Excellent,44904,43654.0
Google,Pixel 8a,8,128,14,92,Excellent,71904,49481.0
IQOO,Z6 Lite,6,128,1,99,Excellent,42504,41321.0
IQOO,11,16,256,6,95,Good,56808,43325.0
Realme,Narzo 60 Pro,8,128,21,81,Good,33904,15373.0
Apple,iPhone XR,3,128,27,78,Good,75904,27388.0
Oppo,Find X6,12,256,42,62,Fair,47008,6994.0
Motorola,G85,8,256,17,88,Excellent,36208,22112.0
Google,Pixel 8 Pro,12,128,19,88,Good,76704,39973.0
Oppo,Find X7 Ultra,12,256,16,87,Excellent,47008,29118.0
Apple,iPhone 16,8,512,13,92,Excellent,88816,62590.0
Vivo,X90 Pro,12,256,3,98,Good,47008,39222.0
Samsung,Galaxy A55,8,256,21,82,Good,69208,31768.0
Apple,iPhone 15,6,512,15,90,Excellent,86416,56775.0
Oppo,A79,8,128,32,71,Fair,39904,9610.0
Vivo,V25 Pro,8,128,29,75,Good,39904,12875.0
IQOO,Z6 Lite,4,64,31,77,Fair,38952,10605.0
Apple,iPhone 14 Pro Max,6,1024,41,65,Poor,95632,12680.0
OnePlus,11,8,128,38,64,Fair,53904,8721.0
Apple,iPhone 14,6,512,29,83,Good,86416,30856.0
Xiaomi,Poco M4 Pro,8,128,27,82,Excellent,36904,15554.0
OnePlus,OnePlus Nord 2,8,128,37,78,Good,53904,12638.0
Realme,11 Pro,8,256,11,93,Excellent,36208,27006.0
Xiaomi,Xiaomi 12 Pro,12,256,36,76,Fair,44008,9418.0
Apple,iPhone 13,4,512,29,73,Fair,84016,23453.0
Apple,iPhone 15,6,512,16,86,Good,86416,47622.0
Xiaomi,Poco X5 Pro,8,256,10,92,Good,39208,26620.0
Nokia,G42 5G,8,256,47,58,Poor,32208,3810.0
Xiaomi,Redmi Note 12 5G,4,128,21,89,Good,32104,15994.0
Apple,iPhone 13 Pro,6,1024,48,59,Poor,95632,11510.0
Vivo,V27 Pro,8,256,24,77,Good,42208,16614.0
Apple,iPhone 13 Mini,4,128,2,99,Good,77104,66226.0
Apple,iPhone 15 Plus,6,512,12,91,Good,86416,55487.0
Vivo,V29 Pro,12,256,26,76,Fair,47008,15205.0
IQOO,Z6 Pro,8,128,9,93,Excellent,44904,34995.0
Samsung,Galaxy M55,8,256,14,87,Good,69208,40534.0
Realme,12 Pro+,12,256,17,88,Excellent,41008,25044.0
Apple,iPhone 12 Mini,4,256,48,75,Fair,79408,14293.0
Apple,iPhone SE 2022,4,64,43,64,Poor,75952,9916.0
Apple,iPhone 13 Pro,6,128,27,74,Fair,79504,24192.0
Oppo,F27 Pro+,8,256,20,81,Good,42208,19692.0
OnePlus,OnePlus 9R,8,128,39,79,Fair,53904,10220.0
Oppo,Find X6 Pro,12,256,30,81,Good,47008,15763.0
Realme,11x,8,128,21,86,Good,33904,16322.0
Realme,13 Pro+,8,256,16,91,Good,36208,21113.0
Vivo,V27 Pro,8,128,12,90,Good,39904,25340.0
Vivo,T1 Pro,8,128,25,81,Good,39904,15999.0
Xiaomi,Xiaomi 12,8,256,25,87,Excellent,39208,18761.0
Apple,iPhone XS,4,64,41,63,Fair,75952,11483.0
Vivo,X80,12,256,45,66,Fair,47008,7446.0
Realme,13 Pro+,12,512,11,92,Excellent,45616,33657.0
Samsung,Galaxy S24 Ultra,12,512,16,92,Good,78616,46346.0
Xiaomi,Redmi Note 12 Pro+,12,256,3,97,Excellent,44008,40382.0
Realme,11 Pro,8,128,4,96,Excellent,33904,30204.0
Apple,iPhone XS Max,4,256,12,90,Excellent,79408,56030.0
Xiaomi,Redmi Note 13 Pro+,12,256,28,85,Excellent,44008,18553.0
Oppo,Find X7 Ultra,16,256,28,77,Good,51808,17807.0
Xiaomi,Xiaomi 11T Pro,8,256,23,78,Fair,39208,14336.0
OnePlus,Nord 4,8,256,5,97,Excellent,56208,49614.0
IQOO,Neo 9 Pro,8,128,12,93,Good,44904,29466.0
Xiaomi,Poco X5,8,256,20,81,Excellent,39208,20325.0
Motorola,G52,6,128,12,91,Excellent,31504,22476.0
Apple,iPhone 15,6,128,1,99,Good,79504,69562.0
Realme,P1 Pro,8,128,24,86,Excellent,33904,16561.0
Apple,iPhone 12 Pro Max,6,128,9,93,Excellent,79504,61960.0
Google,Pixel 8 Pro,12,256,44,63,Poor,79008,10154.0
Vivo,Y56,4,128,35,69,Good,35104,8065.0
Realme,12 Pro+,12,256,20,83,Good,41008,19605.0
Realme,Narzo 70 Pro,8,256,24,88,Good,36208,16288.0
Apple,iPhone 17,8,512,8,94,Good,88816,64318.0
Oppo,Find N3,12,512,44,70,Good,51616,9755.0
Samsung,Galaxy S24+,12,512,44,66,Poor,78616,10584.0
Realme,12 Pro+,8,128,44,61,Poor,33904,4219.0
Nothing,CMF Phone 1,6,128,43,67,Poor,41504,5672.0
Vivo,Y56,8,128,27,86,Good,39904,15875.0
Apple,iPhone 11,4,256,27,78,Good,79408,28652.0
Apple,iPhone SE 2020,3,64,8,93,Excellent,74752,59508.0
Apple,iPhone 12 Mini,4,128,29,81,Excellent,77104,29853.0
Samsung,Galaxy Note 20 Ultra,12,256,5,95,Good,74008,57581.0
Apple,iPhone 13 Pro Max,6,1024,21,88,Good,95632,47110.0
IQOO,12,12,256,1,99,Excellent,52008,50561.0
Oppo,F25,8,128,15,86,Good,39904,22546.0
OnePlus,Open,16,512,18,87,Excellent,70416,41413.0
Realme,Narzo 70 Pro,8,256,34,74,Good,36208,9356.0
Samsung,Galaxy S24 Ultra,12,512,21,84,Good,78616,36967.0
Oppo,Find X6 Pro,16,512,8,93,Excellent,56416,44911.0
Xiaomi,Poco X5,8,256,18,83,Good,39208,19798.0
Xiaomi,Poco F5 Pro,12,512,35,68,Good,48616,11008.0
Realme,C55,6,64,37,65,Fair,30352,5271.0
IQOO,11 Legend,16,512,2,98,Excellent,61416,58020.0
Xiaomi,Poco F5,8,256,44,71,Fair,39208,6681.0
Realme,GT 6T,12,256,10,91,Good,41008,27540.0
Vivo,X90 Pro,12,512,38,73,Fair,51616,9525.0
Google,Pixel 7 Pro,12,128,23,85,Excellent,76704,38206.0
Nothing,CMF Phone 2,8,128,36,80,Excellent,43904,12363.0
Xiaomi,Poco M6 Pro,12,256,46,71,Fair,44008,7498.0
Vivo,T2 Pro,8,256,12,89,Good,42208,26505.0
Apple,iPhone 14 Pro Max,6,128,13,91,Good,79504,49877.0
Apple,iPhone 15,6,512,8,95,Excellent,86416,70273.0
Apple,iPhone 16 Plus,8,128,34,77,Good,81904,22022.0
IQOO,Z7 Pro,8,256,35,77,Fair,47208,10759.0
Xiaomi,Redmi Note 12 5G,8,256,46,73,Fair,39208,6869.0
Apple,iPhone 12 Mini,4,256,32,76,Good,79408,23029.0
IQOO,12,16,512,42,69,Fair,61416,10170.0
Realme,Narzo N65,4,128,42,68,Good,29104,5343.0
OnePlus,OnePlus Nord 2,8,128,4,96,Good,53904,43219.0
Apple,iPhone 14,6,512,11,91,Excellent,86416,63068.0
Apple,iPhone 11 Pro,4,256,36,81,Good,79408,20376.0
Apple,iPhone 15,6,512,15,88,Good,86416,49962.0
Motorola,Razr 50,8,256,5,95,Good,36208,28171.0
Apple,iPhone 14 Plus,6,512,38,66,Fair,86416,14418.0
OnePlus,Open,16,512,2,98,Excellent,70416,66523.0
Apple,iPhone 17 Plus,8,256,4,96,Excellent,84208,75019.0
Google,Pixel 7a,8,128,35,74,Fair,71904,15749.0
Xiaomi,Redmi Note 10 Pro,6,128,48,67,Poor,34504,4716.0
Apple,iPhone X,3,256,34,76,Fair,78208,18449.0
Nothing,Phone 1,12,256,34,81,Good,51008,14427.0
Oppo,Find X7 Ultra,16,512,47,64,Fair,56416,8665.0
OnePlus,OnePlus 10R,8,128,20,87,Excellent,53904,30013.0
OnePlus,11R,8,128,26,76,Good,53904,19615.0
Vivo,Y56,8,128,36,76,Fair,39904,8540.0
OnePlus,OnePlus Nord 3,8,256,24,84,Good,56208,24136.0
Realme,12+,8,128,46,69,Good,33904,6316.0
Apple,iPhone 15 Pro,8,128,22,80,Excellent,81904,39576.0
OnePlus,12,16,512,7,94,Excellent,70416,57850.0
Google,Pixel 7 Pro,12,128,20,82,Good,76704,36228.0
Oppo,F25 Pro,12,256,8,95,Good,47008,34404.0
OnePlus,11,16,256,25,76,Good,65808,24756.0
Nothing,Phone 1,8,128,10,90,Good,43904,29161.0
Xiaomi,Redmi Note 10 Pro,8,128,31,82,Excellent,36904,13375.0
Google,Pixel 8a,8,128,25,78,Fair,71904,24677.0
IQOO,11,16,256,26,81,Excellent,56808,24479.0
Samsung,Galaxy Note 20 Ultra,12,512,43,79,Fair,78616,14905.0
Realme,GT 6T,12,512,37,76,Fair,45616,9263.0
Apple,iPhone SE 2020,3,64,15,90,Good,74752,44200.0
Realme,Narzo 60 Pro,8,128,43,62,Poor,33904,4288.0
Realme,GT 5 Pro,12,256,14,88,Good,41008,24293.0
Samsung,Galaxy Z Fold 5,12,256,39,79,Good,74008,15785.0
Apple,iPhone XR,3,256,2,98,Excellent,78208,73884.0
Samsung,Galaxy S23 FE,8,256,33,83,Good,69208,20989.0
OnePlus,OnePlus Nord CE 3,8,128,8,94,Excellent,53904,43373.0
Motorola,Razr 50,8,256,33,68,Fair,36208,7997.0
Vivo,V29,12,256,43,59,Fair,47008,6656.0
Oppo,Find N3,12,512,23,81,Good,51616,22050.0
Realme,GT 6T,8,128,29,83,Good,33904,12105.0
Nokia,G21,4,64,4,97,Excellent,23952,21560.0
Apple,iPhone 13 Pro,6,1024,21,80,Excellent,95632,47586.0
Google,Pixel 9 Pro XL,16,512,23,80,Good,88416,37304.0
Oppo,Find X7 Ultra,12,256,30,78,Fair,47008,13493.0
OnePlus,OnePlus Open,16,512,16,86,Good,70416,38805.0
Nokia,X30,6,128,12,94,Good,27504,18242.0
Apple,iPhone SE 2020,3,256,22,82,Good,78208,34861.0
Xiaomi,Poco M4 Pro,6,128,37,69,Fair,34504,6361.0
Apple,iPhone 14 Plus,6,256,7,93,Good,81808,59845.0
Apple,iPhone 11 Pro Max,4,256,41,74,Good,79408,15865.0
Realme,GT Neo 3,12,256,7,96,Excellent,41008,34407.0
Oppo,Find X6 Pro,16,512,40,66,Fair,56416,8936.0
Apple,iPhone SE 2020,3,256,7,95,Excellent,78208,64936.0
Apple,iPhone 15,6,128,15,85,Good,79504,44399.0
IQOO,12,12,256,26,83,Good,52008,20668.0
Google,Pixel 8 Pro,12,128,43,76,Good,76704,15739.0
Realme,GT 6T,8,256,41,66,Fair,36208,5735.0
Oppo,Reno 10 Pro,12,256,48,65,Poor,47008,6233.0
Xiaomi,13 Pro,12,512,5,96,Good,48616,38223.0
Apple,iPhone XS Max,4,256,21,83,Excellent,79408,40995.0
Realme,12+,8,256,35,72,Good,36208,8681.0
Realme,C55,6,64,1,99,Excellent,30352,29507.0
Vivo,V27 Pro,8,128,18,85,Good,39904,20635.0
Nothing,Phone 3,16,512,25,77,Fair,60416,20468.0
Motorola,Edge 40 Neo,8,128,37,75,Good,33904,7643.0
Realme,GT 6T,8,256,17,88,Good,36208,19901.0
Apple,iPhone XS,4,64,39,73,Good,75952,14970.0
Google,Pixel 8 Pro,12,256,23,83,Excellent,79008,38427.0
Nothing,CMF Phone 1,8,128,24,82,Good,43904,18403.0
Apple,iPhone 15 Plus,6,256,3,98,Excellent,81808,75842.0
Xiaomi,Poco M4 Pro,8,128,39,69,Good,36904,6875.0
Apple,iPhone SE 2022,4,128,27,86,Good,77104,30674.0
Xiaomi,14,12,512,47,68,Fair,48616,7934.0
Apple,iPhone 16 Pro,8,256,6,95,Good,84208,64222.0
Realme,11 Pro,8,256,12,94,Excellent,36208,26683.0
Nokia,G42 5G,4,128,36,72,Good,25104,5726.0
OnePlus,12R,16,256,45,63,Fair,65808,9950.0
Vivo,T2,6,128,37,73,Fair,37504,7315.0
Xiaomi,Redmi Note 12 5G,8,256,39,69,Fair,39208,6492.0
Xiaomi,Redmi Note 13 Pro+,8,256,12,89,Good,39208,24621.0
IQOO,12,12,256,7,94,Good,52008,38454.0
Apple,iPhone X,3,64,45,59,Fair,74752,10584.0
Xiaomi,Redmi Note 12,6,128,19,87,Good,34504,17776.0
Samsung,Galaxy M55,8,128,43,79,Fair,66904,12684.0
Apple,iPhone 16,8,128,29,73,Fair,81904,22863.0
Motorola,Edge 30 Ultra,12,256,40,78,Good,41008,8636.0
Oppo,Reno 12,8,256,38,68,Good,42208,8162.0
Samsung,Galaxy S24+,12,512,36,77,Good,78616,19177.0
Nothing,Phone 1,12,256,27,86,Excellent,51008,22547.0
Apple,iPhone 13 Mini,4,512,28,78,Fair,84016,26003.0
Apple,iPhone 13 Pro Max,6,128,37,69,Good,79504,16490.0
Xiaomi,Redmi 11 Prime,4,64,29,72,Fair,30952,8521.0
Xiaomi,Poco F5,8,256,31,80,Good,39208,12477.0
IQOO,Neo 7,12,256,1,99,Good,52008,45505.0
Google,Pixel 9,12,256,37,81,Good,79008,19237.0
Vivo,V27,12,256,34,80,Good,47008,13132.0
Xiaomi,Xiaomi Pad 5,6,256,14,90,Excellent,36808,24779.0
Apple,iPhone 16,8,128,20,89,Excellent,81904,46652.0
Xiaomi,Xiaomi 12 Pro,12,256,22,89,Excellent,44008,23656.0
Apple,iPhone 12,4,128,15,88,Excellent,77104,49531.0
Apple,iPhone 13 Pro,6,256,30,84,Good,81808,28449.0
Apple,iPhone 15,6,512,25,86,Excellent,86416,40874.0
Apple,iPhone SE 2020,3,128,7,93,Excellent,75904,61696.0
Apple,iPhone 14 Pro,6,256,7,93,Excellent,81808,66495.0
Apple,iPhone 16 Plus,8,128,6,94,Good,81904,61807.0
Apple,iPhone SE 2022,4,256,17,87,Good,79408,43150.0
Xiaomi,Redmi Note 12 5G,4,128,13,89,Excellent,32104,21886.0
Apple,iPhone 13,4,256,27,84,Excellent,79408,34285.0
Vivo,X90 Pro,12,512,31,83,Good,51616,17042.0
Motorola,Edge 30 Fusion,8,128,36,78,Fair,33904,7446.0
IQOO,Neo 7,8,128,34,80,Excellent,44904,13938.0
Nothing,Phone 3a,8,128,25,85,Good,43904,18472.0
OnePlus,11,16,256,30,74,Fair,65808,17920.0
